customer_id,estimated_salary,balance,age,credit_score,country*balance,products_number,gender,cluster
15692750,9217.55,129818.39,45,629,259636.78,3,0.0,0
15585362,17978.68,0.0,60,749,0.0,1,0.0,3
15571928,115136.51,0.0,43,679,0.0,3,0.0,0
15743007,60917.24,45144.43,45,643,0.0,1,0.0,3
15772781,77294.56,0.0,51,703,0.0,3,0.0,0
15669987,54359.02,125884.95,35,728,251769.9,2,0.0,2
15654700,128702.1,102967.41,40,523,0.0,1,0.0,2
15642041,71865.31,93051.64,40,727,186103.28,2,1.0,1
15794580,176407.15,0.0,58,599,0.0,1,1.0,3
15675964,92027.69,0.0,45,672,0.0,1,0.0,3
15724848,115789.25,104947.72,46,516,0.0,1,0.0,2
15792328,56999.9,0.0,39,475,0.0,1,1.0,3
15743411,22447.85,0.0,61,609,0.0,1,1.0,3
15753337,189122.89,0.0,51,555,0.0,3,1.0,0
15737795,135482.26,0.0,36,512,0.0,1,1.0,3
15613630,96823.32,109922.61,52,775,0.0,1,1.0,1
15804586,157333.69,0.0,46,376,0.0,1,0.0,3
15745324,194273.2,0.0,39,599,0.0,1,0.0,3
15741336,5684.17,118590.41,38,715,0.0,1,0.0,2
15620981,21228.34,73309.38,48,684,0.0,1,0.0,3
15660429,156774.94,156371.61,42,665,156371.61,2,0.0,2
15731815,108732.96,96134.11,63,529,96134.11,3,1.0,0
15580956,117349.19,115888.04,43,683,231776.08,1,0.0,2
15570060,67046.83,132558.26,43,586,0.0,1,0.0,2
15807008,69454.24,128100.28,35,614,256200.56,1,0.0,2
15613749,102299.81,151839.26,34,569,151839.26,1,1.0,1
15681206,140765.57,168197.66,49,722,0.0,1,0.0,2
15701301,67124.48,175159.9,42,646,0.0,2,0.0,2
15701602,53793.1,116497.31,52,521,232994.62,3,1.0,0
15569050,130009.85,0.0,45,444,0.0,1,1.0,3
15799811,127847.25,0.0,40,724,0.0,1,1.0,3
15686936,169583.18,89634.69,37,676,0.0,1,0.0,2
15602010,60083.11,103909.86,45,850,207819.72,1,0.0,2
15654673,165580.93,173434.9,49,625,0.0,1,1.0,1
15593969,140881.2,135483.17,39,630,135483.17,1,0.0,2
15644200,16500.66,0.0,42,807,0.0,1,0.0,3
15793949,114020.06,0.0,48,726,0.0,1,0.0,3
15705860,52449.62,107949.45,40,631,215898.9,1,1.0,1
15706534,180251.68,122949.14,47,581,0.0,1,0.0,2
15631189,78566.64,67111.65,38,613,134223.3,1,1.0,1
15692744,38629.3,152169.12,36,512,0.0,2,1.0,1
15688963,24998.75,0.0,52,731,0.0,1,0.0,3
15680303,19376.56,0.0,57,594,0.0,1,1.0,3
15628674,31904.31,113348.14,40,844,0.0,1,1.0,1
15648075,173179.79,170935.94,47,686,341871.88,1,0.0,2
15663438,177383.68,89772.3,36,688,89772.3,1,1.0,1
15646513,196466.83,0.0,42,803,0.0,1,1.0,3
15708063,70758.37,100749.5,36,712,0.0,3,1.0,0
15585198,152821.12,94267.9,41,715,0.0,1,1.0,1
15689081,76755.99,0.0,29,692,0.0,1,1.0,3
15813168,73406.04,100717.85,39,756,201435.7,3,0.0,0
15660316,149471.13,135549.9,34,420,271099.8,1,0.0,2
15592229,46369.57,185891.54,52,713,0.0,1,0.0,2
15798424,30722.52,130854.59,59,833,261709.18,1,1.0,1
15648800,106663.46,132312.06,21,731,264624.12,1,0.0,2
15626147,175836.03,144976.5,62,608,0.0,1,0.0,2
15592583,191734.67,115414.19,47,731,0.0,3,0.0,0
15789955,93982.02,112414.81,56,698,224829.62,2,1.0,1
15596800,197000.92,158456.76,33,779,316913.52,1,1.0,1
15627305,106837.06,0.0,35,606,0.0,1,1.0,3
15685309,49108.23,0.0,35,669,0.0,1,0.0,3
15566251,98686.4,96652.86,37,618,0.0,1,0.0,2
15694821,173878.87,148962.76,43,765,297925.52,1,1.0,1
15669899,143619.52,135643.0,45,755,271286.0,1,0.0,2
15690007,60891.8,125801.03,58,434,251602.06,2,0.0,2
15719348,76640.29,0.0,35,513,0.0,1,1.0,3
15781802,126013.58,104817.41,41,755,0.0,1,1.0,1
15640454,27345.18,120711.73,40,693,241423.46,1,1.0,1
15588670,179978.68,203715.15,40,705,203715.15,1,0.0,2
15782454,190296.76,0.0,49,552,0.0,1,1.0,3
15755638,146992.24,168069.73,43,673,0.0,1,0.0,2
15719302,79579.94,126547.8,50,765,0.0,1,0.0,2
15791279,153537.55,169742.64,40,701,0.0,1,1.0,1
15589572,170214.82,129855.72,61,785,129855.72,2,0.0,2
15779947,100615.14,146098.43,28,363,146098.43,3,0.0,0
15651052,139994.68,127655.22,46,399,255310.44,1,1.0,1
15658969,38409.79,0.0,51,711,0.0,3,1.0,0
15813590,158302.59,0.0,42,610,0.0,2,1.0,3
15674148,94993.04,0.0,33,579,0.0,1,1.0,3
15625080,173912.29,0.0,54,745,0.0,1,0.0,3
15730038,164128.41,0.0,23,706,0.0,1,0.0,3
15812272,46998.13,124601.58,44,693,249203.16,2,1.0,1
15607537,139431.0,107850.82,46,587,215701.64,1,1.0,1
15658052,20063.63,81553.93,44,626,0.0,1,0.0,3
15814930,121504.18,125534.51,40,588,251069.02,1,0.0,2
15610383,31272.14,46870.43,46,628,0.0,4,0.0,0
15743532,64381.33,147004.34,27,704,294008.68,1,1.0,1
15662291,122066.5,116973.26,55,534,0.0,3,0.0,0
15612064,181945.52,0.0,33,474,0.0,2,1.0,3
15690182,95611.74,113488.68,37,635,226977.36,1,1.0,1
15779182,139266.48,182364.53,46,790,182364.53,1,1.0,1
15688880,1285.81,102980.44,40,672,205960.88,1,1.0,1
15683930,53931.05,134096.53,32,593,268193.06,2,0.0,2
15800434,146359.81,76915.4,52,811,153830.8,1,1.0,1
15709117,28370.95,81576.75,46,823,81576.75,1,0.0,2
15596181,68093.23,65942.26,38,542,0.0,1,1.0,3
15644833,149583.67,0.0,54,675,0.0,1,1.0,3
15720702,121883.87,0.0,37,789,0.0,1,1.0,3
15665077,100722.72,0.0,43,598,0.0,3,0.0,0
15629244,54560.79,159453.64,50,635,159453.64,2,1.0,1
15574331,24765.53,118233.81,62,593,236467.62,1,0.0,2
15645572,28280.8,0.0,40,743,0.0,1,0.0,3
15576683,125870.79,0.0,43,568,0.0,1,0.0,3
15645511,107415.02,97403.18,43,727,97403.18,1,1.0,1
15609824,166526.26,176845.41,41,794,0.0,3,0.0,0
15691104,91560.63,119507.58,40,460,239015.16,2,0.0,2
15635435,5924.38,120633.42,54,648,0.0,1,0.0,2
15596552,58203.67,134542.73,48,535,269085.46,1,1.0,1
15683403,73585.18,0.0,52,611,0.0,1,1.0,3
15689514,133020.9,201696.07,43,625,0.0,1,1.0,1
15627232,77830.36,114203.47,44,608,228406.94,1,1.0,1
15722902,17160.94,125437.64,50,652,250875.28,1,1.0,1
15771942,133146.03,135555.66,46,528,271111.32,1,0.0,2
15587233,185750.02,73700.12,41,457,0.0,3,1.0,0
15714466,3440.47,0.0,41,846,0.0,3,0.0,0
15690647,44506.09,67563.31,46,582,67563.31,1,0.0,2
15775295,60032.46,118633.08,40,630,0.0,1,0.0,2
15684196,100686.11,159441.27,55,627,0.0,1,0.0,2
15787835,15795.88,125212.65,38,775,250425.3,2,0.0,2
15748797,92277.47,0.0,33,636,0.0,1,0.0,3
15754796,44244.49,135070.58,46,487,270141.16,2,0.0,2
15628947,78133.48,0.0,38,693,0.0,2,0.0,3
15797276,75884.65,90350.77,41,662,90350.77,1,0.0,2
15612494,146955.71,128747.69,44,359,0.0,1,0.0,2
15710164,130883.9,0.0,73,523,0.0,2,0.0,3
15596671,144675.3,91611.12,42,603,91611.12,1,0.0,2
15799966,161479.19,101609.77,59,792,203219.54,1,0.0,2
15574068,55857.48,104217.3,56,504,208434.6,1,1.0,1
15796334,22878.16,144757.02,39,558,289514.04,1,1.0,1
15598751,125154.57,0.0,43,556,0.0,3,0.0,0
15697311,50230.31,110802.03,56,697,110802.03,1,1.0,1
15585367,177719.88,120392.99,46,555,240785.98,1,0.0,2
15676242,82152.83,136556.44,31,632,136556.44,1,1.0,1
15774882,1713.1,99587.43,35,687,0.0,1,0.0,2
15608653,20243.97,70731.07,34,521,70731.07,1,0.0,2
15571778,95941.55,117561.49,55,817,0.0,1,0.0,2
15566211,236.45,103560.57,41,616,207121.14,1,0.0,2
15814846,175843.68,0.0,52,691,0.0,1,1.0,3
15670374,166164.3,120656.86,49,819,241313.72,4,0.0,0
15630725,173365.9,92786.66,45,649,0.0,1,0.0,2
15700212,122953.0,0.0,46,475,0.0,2,0.0,3
15716491,141400.51,93656.95,51,710,93656.95,1,0.0,2
15625824,41921.75,121345.88,30,596,121345.88,4,1.0,0
15634891,194690.77,102365.49,43,504,204730.98,1,0.0,2
15744517,166677.35,0.0,50,735,0.0,1,1.0,3
15590146,63606.22,81947.76,50,630,0.0,1,1.0,1
15762277,83499.89,158623.14,47,710,0.0,1,1.0,1
15798975,36091.91,132403.56,48,606,264807.12,1,1.0,1
15738267,111402.97,124043.8,64,544,0.0,1,0.0,2
15786800,92873.5,131694.97,52,723,263389.94,1,1.0,1
15782736,164038.07,152522.47,47,573,305044.94,1,0.0,2
15584364,163944.18,59486.31,48,652,0.0,1,1.0,3
15709994,135459.02,140596.95,40,658,0.0,1,0.0,2
15706815,188366.04,90432.92,37,515,180865.84,1,1.0,1
15600991,19448.93,109052.59,31,694,218105.18,2,1.0,1
15683124,191521.32,115029.4,53,713,0.0,1,1.0,1
15670823,44731.8,116646.76,42,651,233293.52,1,0.0,2
15607133,124532.9,110864.38,49,717,110864.38,2,0.0,2
15725141,27341.63,109528.28,44,716,0.0,1,0.0,2
15730394,168035.62,0.0,43,709,0.0,2,0.0,3
15647842,63940.68,120782.7,48,601,241565.4,1,0.0,2
15751158,55558.51,108825.34,42,571,0.0,3,0.0,0
15781553,117232.9,91502.99,49,760,183005.98,1,0.0,2
15649121,116137.01,0.0,52,665,0.0,1,1.0,3
15777797,8651.92,75075.14,38,689,75075.14,1,1.0,1
15588248,7597.83,0.0,28,617,0.0,2,0.0,3
15595303,77981.54,130812.91,46,736,261625.82,1,1.0,1
15634950,126369.55,107174.58,57,657,214349.16,1,1.0,1
15685372,191973.49,152677.48,54,350,152677.48,1,1.0,1
15651533,177805.44,129293.74,50,570,258587.48,1,0.0,2
15585067,179485.96,108632.48,31,634,108632.48,1,1.0,1
15633233,118490.8,100374.58,56,500,0.0,1,1.0,1
15752342,145071.33,133656.91,54,704,267313.82,3,0.0,0
15663441,189826.96,148571.07,40,700,297142.14,1,0.0,2
15579706,77677.14,0.0,46,611,0.0,1,0.0,3
15716994,85891.02,114739.92,24,559,114739.92,1,1.0,1
15675896,90558.24,105722.69,42,680,211445.38,1,0.0,2
15658057,66926.83,0.0,44,812,0.0,3,0.0,0
15713826,113557.7,117356.19,20,613,234712.38,1,0.0,2
15700854,100015.79,0.0,35,595,0.0,1,1.0,3
15605279,194700.81,0.0,50,792,0.0,4,1.0,0
15684269,17987.4,56674.48,35,707,56674.48,1,0.0,3
15578603,138192.98,77354.37,54,584,154708.74,1,0.0,2
15765694,130260.11,0.0,59,584,0.0,1,0.0,3
15568963,175709.4,152797.9,34,674,305595.8,1,1.0,1
15703820,101069.71,133701.07,42,552,0.0,2,1.0,1
15778410,194113.99,0.0,52,533,0.0,1,0.0,3
15704763,118711.75,143903.11,39,523,287806.22,1,0.0,2
15701121,136507.69,110641.18,38,521,0.0,1,1.0,1
15796313,138871.12,166909.2,36,662,0.0,2,0.0,2
15689980,131173.9,118520.26,36,725,118520.26,1,0.0,2
15642002,95277.15,117707.18,35,554,0.0,2,0.0,2
15603846,83978.86,0.0,37,711,0.0,2,1.0,3
15753549,37543.93,157848.53,25,669,0.0,1,1.0,1
15764170,36579.53,93960.35,44,647,187920.7,1,1.0,1
15610446,5862.53,88308.87,51,714,0.0,3,0.0,0
15605037,192298.84,0.0,49,818,0.0,1,0.0,3
15711219,180150.49,93716.72,57,788,187433.44,1,0.0,2
15678727,26163.74,110765.68,45,770,221531.36,1,1.0,1
15740104,136365.0,169649.73,22,425,169649.73,2,0.0,2
15605275,173464.43,116917.07,45,725,233834.14,1,1.0,1
15804394,47161.25,130627.66,32,663,261255.32,1,1.0,1
15619343,133167.11,152759.0,56,561,0.0,2,1.0,1
15758813,123602.11,109733.2,39,350,219466.4,2,1.0,1
15589076,188670.9,0.0,36,737,0.0,1,1.0,3
15758845,61759.33,64345.21,37,590,64345.21,1,0.0,2
15711455,94554.74,109044.6,36,740,218089.2,1,0.0,2
15570601,33823.5,122031.55,47,785,0.0,1,0.0,2
15690925,97468.44,27755.97,29,527,27755.97,1,0.0,3
15726494,65500.53,175303.06,44,481,0.0,1,1.0,1
15664754,6981.43,131607.28,39,640,263214.56,4,1.0,0
15643630,185211.28,63127.41,55,770,63127.41,2,1.0,1
15629078,192744.23,127258.79,45,850,254517.58,1,0.0,2
15576644,122134.56,78939.15,29,687,157878.3,1,0.0,2
15812198,33310.72,100900.5,48,543,201801.0,1,1.0,1
15699772,72876.43,129248.11,40,428,258496.22,2,0.0,2
15739858,142400.27,0.0,56,618,0.0,1,1.0,3
15638355,156361.58,126397.66,35,658,0.0,1,0.0,2
15805637,133807.77,108546.16,36,625,0.0,3,1.0,0
15629575,179128.69,148061.89,36,717,0.0,1,1.0,1
15716609,49954.79,134388.11,54,484,268776.22,1,1.0,1
15652693,149814.68,129109.02,26,573,0.0,1,0.0,2
15659651,118508.09,117052.82,31,531,234105.64,1,0.0,2
15607347,121894.31,130056.23,22,734,0.0,1,1.0,1
15615456,81776.84,123806.28,37,680,0.0,1,0.0,2
15589793,190998.96,144453.75,53,604,0.0,1,1.0,1
15779176,135875.51,108888.24,58,565,217776.48,3,0.0,0
15605286,128124.7,118803.35,55,565,0.0,2,1.0,1
15674922,167023.95,171137.62,54,710,0.0,1,1.0,1
15692416,141959.11,143542.36,52,358,143542.36,3,0.0,0
15738318,98640.15,97764.41,40,800,0.0,1,0.0,2
15772243,142797.5,0.0,33,612,0.0,1,0.0,3
15585901,174770.14,0.0,35,717,0.0,3,1.0,0
15627876,63051.32,116393.59,47,719,116393.59,1,0.0,2
15758606,55725.04,0.0,54,738,0.0,1,1.0,3
15657107,163145.5,106171.68,46,563,106171.68,1,0.0,2
15787189,153046.16,134250.17,60,824,268500.34,3,1.0,0
15666055,63405.2,0.0,49,705,0.0,1,0.0,3
15755678,42763.12,0.0,62,534,0.0,2,1.0,3
15725835,52583.79,124493.03,32,785,248986.06,2,0.0,2
15727384,10072.55,146547.78,43,705,293095.56,1,0.0,2
15732917,104016.61,117837.43,46,729,235674.86,1,1.0,1
15633043,38410.74,0.0,39,545,0.0,1,0.0,3
15606613,88958.49,0.0,59,655,0.0,1,0.0,3
15658716,178106.34,92171.35,37,667,184342.7,3,0.0,0
15678146,106457.11,173962.32,24,668,173962.32,1,0.0,2
15710743,133831.37,0.0,47,621,0.0,1,1.0,3
15723008,35633.15,102882.4,45,720,0.0,2,0.0,2
15797160,182865.09,0.0,49,492,0.0,1,0.0,3
15610686,184107.26,169832.57,63,850,0.0,1,1.0,1
15577078,152880.07,0.0,38,539,0.0,1,1.0,3
15571305,179866.01,103060.63,35,588,206121.26,1,0.0,2
15629338,103644.98,36566.96,31,658,36566.96,1,0.0,3
15750684,28465.86,0.0,42,719,0.0,1,0.0,3
15805303,189742.78,141136.62,44,661,282273.24,1,1.0,1
15780254,183872.88,0.0,40,654,0.0,1,1.0,3
15815626,112503.24,68432.45,63,640,0.0,2,1.0,3
15813412,65864.4,44020.89,55,721,0.0,1,0.0,3
15668669,118372.55,97665.61,36,423,0.0,1,0.0,2
15687658,14608.0,65971.61,52,716,0.0,2,0.0,3
15757408,81054.0,250898.09,38,655,250898.09,3,1.0,1
15769216,49713.87,0.0,43,601,0.0,1,0.0,3
15659931,81431.99,123378.2,55,637,246756.4,1,0.0,2
15795990,3472.63,138311.76,48,722,276623.52,1,0.0,2
15718893,83715.66,125456.07,54,404,250912.14,1,0.0,2
15774857,156150.08,0.0,27,460,0.0,2,0.0,3
15651554,133573.29,118449.21,54,618,236898.42,1,0.0,2
15603851,184464.7,127785.17,32,704,0.0,4,1.0,0
15599722,113276.46,86053.52,43,609,86053.52,2,0.0,2
15704284,28434.44,95295.39,57,736,190590.78,1,1.0,1
15765518,34967.75,105229.53,51,643,0.0,1,0.0,2
15758372,55753.12,0.0,18,674,0.0,2,1.0,3
15648794,37141.62,101247.06,57,836,101247.06,1,1.0,1
15588614,159475.08,0.0,57,753,0.0,1,1.0,3
15630698,51548.14,110123.59,55,745,0.0,1,0.0,2
15694200,58719.63,178111.82,36,693,0.0,1,1.0,1
15721426,7861.68,126306.64,65,606,252613.28,3,1.0,0
15805260,88428.41,143249.67,56,705,286499.34,1,0.0,2
15738605,49725.16,123642.36,46,634,247284.72,1,0.0,2
15762169,90928.02,145018.64,37,556,290037.28,2,1.0,1
15609998,142977.05,137648.41,59,700,275296.82,1,0.0,2
15583548,82522.61,118560.0,47,525,118560.0,1,0.0,2
15735246,119071.56,0.0,58,798,0.0,2,0.0,3
